Model,Investigation_Type,Event_Date,Location,Country,Aircraft_Damage,Make,Fatal_Injuries,Intro,Outro,Operational_Count,Is_Operational
767,Accident,8/18/14,"""Reykjavik, Iceland""",Iceland,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
777,Accident,10/7/03,"""San Francisco, CA""",United States,Substantial,Boeing,0,6/1/95,9/21/17,1412,Yes
737,Accident,11/7/06,"""Chicago, IL""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,4/1/03,"""Chicago, IL""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
767,Incident,1/1/94,"""MIAMI, FL""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
777,Accident,11/18/09,"""New Market, WV""",United States,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
737,Accident,9/12/99,"""LOS ANGELES, CA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,9/2/99,"""SANTA BARBARA, CA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/6/96,"""SAN FRANCISCO, CA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
777,Accident,5/25/10,"""Southern Tip of Greenland, Denmark""",Denmark,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
737,Accident,11/25/95,"""PORTLAND, OR""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Incident,9/26/11,"""Denver, CO""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
747,Incident,3/19/92,"""LOUISVILLE, KY""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
767,Incident,12/15/05,"""Houston, TX""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Accident,8/29/96,"""CHATTANOOGA, TN""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/31/06,"""Miami, FL""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Accident,6/7/12,"""Philadelphia, PA""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
737,Accident,5/28/01,"""Toccoa, GA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Incident,3/22/08,"""Richmond, VA""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Accident,10/19/11,"""New York, NY""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Incident,6/27/08,"""Phoenix (PHX), AZ""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,7/27/06,"""Pittsburgh, PA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,7/15/09,"""Charlotte (CLT), NC""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Incident,10/28/07,"""Charlotte (CLT), NC""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
727,Accident,3/10/87,"""BURLINGTON, VT""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
737,Accident,9/18/87,"""PHILADELPHIA, PA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
727,Accident,9/17/87,"""PITTSBURGH, PA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,6/6/91,"""BOSTON, MA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,6/21/90,"""CHARLESTON, SC""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,7/6/86,"""PITTSBURGH, PA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,10/12/92,"""PITTSBURGH, PA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,2/1/91,"""LOS ANGELES, CA""",United States,Destroyed,Boeing,34,2/1/68,9/21/17,9093,Yes
737,Accident,12/8/92,"""FLUSHING, NY""",United States,None Reported,Boeing,1,2/1/68,9/21/17,9093,Yes
737,Incident,8/30/88,"""SAVANNAH, GA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,11/25/87,"""LOS ANGELES, CA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/5/95,"""CHARLOTTE, NC""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,9/21/93,"""INDIANAPOLIS, IN""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,9/20/89,"""FLUSHING, NY""",United States,Destroyed,Boeing,2,2/1/68,9/21/17,9093,Yes
737,Accident,10/23/91,"""BOSTON, MA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
757,Incident,12/11/96,"""TERRE HAUTE, IN""",United States,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Accident,5/4/91,"""MEMPHIS, TN""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
737,Incident,9/8/89,"""KANSAS CITY, MO""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,9/8/94,"""ALIQUIPPA, PA""",United States,Destroyed,Boeing,132,2/1/68,9/21/17,9093,Yes
727,Incident,2/9/92,SAN JUAN,,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,8/25/95,"""FORT LAUDERDALE, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,5/5/99,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,5/29/87,"""CARACAS, Venezuela""",Venezuela,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,8/11/92,"""NEWARK, NJ""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
727,Incident,9/2/82,"""WASHINGTON, DC""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,4/16/97,"""COLORADO SPGS, CO""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,10/29/10,"""Fort Lauderdale, FL""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
DC-9,Incident,6/25/99,"""SAN DIEGO, CA""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-10,Accident,5/6/09,"""Baltimore, MD""",United States,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
707,Accident,9/21/00,"""NIAMEY, Niger""",Niger,Destroyed,Boeing,0,10/1/58,1/1/79,1010,No
727,Incident,10/15/86,"""ANCHORAGE, AK""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,3/11/98,"""ANCHORAGE, AK""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/10/11,"""Montpelier, France""",France,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,4/29/09,"""Kwilu, Bandundu, Congo""",Congo,Destroyed,Boeing,7,2/1/68,9/21/17,9093,Yes
707,Accident,3/24/82,"""MARANA, AZ""",United States,Substantial,Boeing,0,10/1/58,1/1/79,1010,No
707,Accident,9/20/90,"""MARANA, AZ""",United States,Destroyed,Boeing,1,10/1/58,1/1/79,1010,No
727,Incident,7/27/01,"""OSHKOSH, WI""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,6/6/93,"""ANCHORAGE, AK""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,8/30/08,"""Latacunga, Ecuador""",Ecuador,Destroyed,Boeing,3,2/1/68,9/21/17,9093,Yes
DC-10,Accident,7/6/03,"""Parana, Brazil""",Brazil,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
787,Incident,7/28/12,"""Charleston, SC""",United States,Minor,Boeing,0,10/1/11,9/21/17,431,Yes
737,Accident,11/20/14,"""Dallas, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
767,Accident,6/26/02,"""Shimozishima, Japan""",Japan,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
757,Accident,12/24/97,"""AMSTERDAM, Netherlands""",Netherlands,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
737,Incident,4/27/98,"""BREMEN, Germany""",Germany,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,1/16/83,"""LOS ANGELES, CA""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
757,Accident,7/9/88,"""NEOSHO, MO""",United States,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
707,Incident,4/10/15,"""Victorville, CA""",United States,Minor,Boeing,0,10/1/58,1/1/79,1010,No
707,Incident,12/5/97,"""MONTEVIDEO, Uruguay""",Uruguay,None Reported,Boeing,0,10/1/58,1/1/79,1010,No
727,Accident,10/22/05,"""San Antonio, TX""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,6/14/96,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,12/8/89,"""NEWARK, NJ""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
737,Accident,3/30/11,"""Dayton, OH""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Accident,1/28/95,"""BELLEVILLE, MI""",United States,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,11/2/94,"""CHICAG0, IL""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
757,Incident,1/24/04,"""Copenhagen, Denmark""",Denmark,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
707,Accident,2/3/00,"""TANZANIA, Sudan""",Sudan,Substantial,Boeing,0,10/1/58,1/1/79,1010,No
727,Incident,1/5/84,"""SEATTLE, WA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
707,Accident,5/18/11,"""Point Mugu, CA""",United States,Substantial,Boeing,0,10/1/58,1/1/79,1010,No
727,Incident,10/17/00,"""WOOD DALE, IL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
707,Accident,2/7/99,"""SLOVAK REPUBLIC, Slovakia""",Slovakia,Substantial,Boeing,0,10/1/58,1/1/79,1010,No
707,Accident,2/8/89,"""SANTA MARIA, Portugal""",Portugal,Destroyed,Boeing,144,10/1/58,1/1/79,1010,No
727,Incident,4/2/00,"""YAP, Federated States Of Micronesia""",Federated States Of Micronesia,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,10/20/98,"""POINT A PITRE, France""",France,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,12/15/89,"""ORMOND BEACH, FL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/6/88,"""HOUSTON, TX""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/9/87,"""NEW YORK, NY""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/10/86,"""ADAK, AK""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/16/86,"""MIAMI, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,5/17/84,"""COVINGTON, KY""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,1/7/83,"""NEAR YAKIMA, WA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
737,Accident,5/25/99,"""NEWARK, NJ""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,12/8/98,"""NEW YORK, NY""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,3/24/98,"""PIURA, Peru""",Peru,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,11/3/85,"""CHARLESTON, WV""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,7/20/98,"""AMSTERDAM, Netherlands""",Netherlands,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,5/11/98,"""NARITA, Japan""",Japan,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,3/1/94,"""NARITA, Japan""",Japan,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,4/14/88,"""SCHIPHOL-AMSTER, Netherlands""",Netherlands,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,8/9/87,"""NEW YORK, NY""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,5/11/84,"""LOS ANGELES, CA""",United States,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
757,Accident,9/14/99,"""GERONA SPAIN, Spain""",Spain,Destroyed,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Incident,6/9/99,"""TEGUCIGALPA, Honduras""",Honduras,Minor,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Incident,3/17/98,"""BRAZIL, Brazil""",Brazil,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Accident,9/29/88,"""ALAJUELA, Costa Rica""",Costa Rica,Substantial,Boeing,0,1/1/83,9/21/17,1049,Yes
757,Incident,3/22/88,"""PROVIDENCE, RI""",United States,None Reported,Boeing,0,1/1/83,9/21/17,1049,Yes
767,Incident,8/24/99,"""COPENHAGEN, Denmark""",Denmark,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Incident,9/12/98,,Vietnam,Substantial,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,5/12/98,"""CAIRO, Egypt""",Egypt,Substantial,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Accident,11/23/96,"""COMORSO ISLANDS, Ethiopia""",Ethiopia,Destroyed,Boeing,125,11/1/82,9/21/17,1088,Yes
767,Incident,11/2/83,"""SAN FRANCISCO, CA""",United States,Minor,Boeing,0,11/1/82,9/21/17,1088,Yes
767,Incident,8/19/83,"""DENVER, CO""",United States,None Reported,Boeing,0,11/1/82,9/21/17,1088,Yes
777,Incident,11/7/12,"""Mumbai, India, India""",India,Minor,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Incident,7/29/98,"""LONDON HEATHROW, United Kingdom""",United Kingdom,Minor,Boeing,0,6/1/95,9/21/17,1412,Yes
777,Incident,7/1/98,"""TENERIFE, Spain""",Spain,None Reported,Boeing,0,6/1/95,9/21/17,1412,Yes
707,Incident,10/12/88,"""YARDLEY, PA""",United States,None Reported,Boeing,0,10/1/58,1/1/79,1010,No
707,Accident,10/22/96,"""MANTA, Ecuador""",Ecuador,Destroyed,Boeing,34,10/1/58,1/1/79,1010,No
707,Incident,1/22/89,"""SALT LAKE CITY, UT""",United States,Minor,Boeing,0,10/1/58,1/1/79,1010,No
707,Accident,2/14/87,"""DURANGO, Mexico""",Mexico,None Reported,Boeing,1,10/1/58,1/1/79,1010,No
707,Incident,6/23/84,"""CHICAGO, IL""",United States,Minor,Boeing,0,10/1/58,1/1/79,1010,No
707,Accident,3/10/98,"""MOMBOSA, Kenya""",Kenya,Destroyed,Boeing,6,10/1/58,1/1/79,1010,No
707,Accident,11/14/98,"""OOSTEND, Belgium""",Belgium,Destroyed,Boeing,0,10/1/58,1/1/79,1010,No
707,Incident,11/16/88,"""SANFORD, FL""",United States,Minor,Boeing,0,10/1/58,1/1/79,1010,No
707,Incident,6/5/84,"""PHILADELPHIA, PA""",United States,None Reported,Boeing,0,10/1/58,1/1/79,1010,No
727,Incident,5/27/85,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/26/85,"""CASPER, WY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,9/29/85,"""DENVER, CO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/24/85,"""CHATTAN00GR, TN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,5/20/83,"""ST. LOUIS, MO""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/10/99,"""CALGARY, Canada""",Canada,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,10/2/98,"""QUITO, Ecuador""",Ecuador,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,8/31/98,"""JAMAICA, NY""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,4/20/98,"""BOGOTA, Colombia""",Colombia,Destroyed,Boeing,52,2/1/64,1/1/84,1831,No
727,Accident,3/16/95,"""ALMA, GA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,10/1/92,"""MARTINIQUE, France""",France,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/16/90,"""CURACAO, Netherlands Antilles""",Netherlands Antilles,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,9/9/88,"""MINNEAPOLIS, MN""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/2/87,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,10/14/86,"""PORTLAND, ME""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,10/24/85,"""OAKLAND, CA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,4/16/85,"""WASHINGTON, DC""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,7/16/84,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/8/83,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,9/7/83,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,7/2/83,"""LOS ANGELES, CA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,6/10/83,SAN JUAN,,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/27/83,"""CHARLOTTE, NC""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/29/85,"""MEXICO CITY, Mexico""",Mexico,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/12/86,"""LIVINGSTON, TN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,2/6/86,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,12/15/86,"""ANCHORAGE, AK""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,10/29/86,"""LOS ANGELES, CA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,5/31/84,"""DENVER, CO""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,10/18/83,"""PUEBLO, CO""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,4/28/96,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,6/11/83,"""CHICAGO, IL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,2/9/98,"""CHICAGO, IL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,1/6/98,"""PHILADELPHIA, PA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/9/88,"""DETROIT, MI""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,1/6/87,"""TAMPA, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/17/86,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,2/8/86,"""HARLINGEN, TX""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,10/21/89,"""TEGUCIGALPA, Honduras""",Honduras,Destroyed,Boeing,131,2/1/64,1/1/84,1831,No
727,Accident,2/25/87,"""LOS ANGELES, CA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,8/5/86,GULF OF MEXICO,,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/25/86,"""CORPUS CHRISTI, TX""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,1/17/85,"""FLUSHING, NY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/20/84,"""KANSAS CITY, MO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,12/28/83,"""NEW YORK, NY""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/29/89,"""ATLANTA, GA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,9/29/87,"""HAMPTON, NY""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,6/8/86,"""CHARLESTON, SC""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/29/85,"""CHARLESTON, SC""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,1/1/85,"""LA PAZ, Bolivia""",Bolivia,Destroyed,Boeing,29,2/1/64,1/1/84,1831,No
727,Incident,7/16/84,"""MARIETTA, GA""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,2/12/90,"""SARASOTA, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,12/15/87,"""KANSAS CITY, MO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,1/20/84,"""TAMPA, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,4/16/85,"""LAS CRUCES, NM""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,10/17/84,"""LAS VEGAS, NV""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,3/20/00,"""AREQUIPA, Peru""",Peru,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,7/3/84,"""DENVER, CO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/10/84,"""DFW AIRPORT, TX""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,4/17/86,"""DETROIT, MI""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,4/2/86,"""ATHENS, Greece""",Greece,Substantial,Boeing,4,2/1/64,1/1/84,1831,No
727,Incident,3/22/86,"""CINCINNATI, OH""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,7/16/83,"""ST. LOUIS, MO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,11/27/99,"""FLUSHING, NY""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,2/13/97,"""ATLANTA, GA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/14/96,"""FLUSHING, NY""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,12/7/95,"""BOISE, ID""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,5/24/95,"""WEST PALM BEACH, FL""",United States,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,3/15/93,"""GUADALAJARA, Mexico""",Mexico,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,10/14/89,"""SALT LAKE CITY, UT""",United States,Destroyed,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/14/89,"""GREENVILLE, TX""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,8/31/88,"""DALLAS/FT WORTH, TX""",United States,Destroyed,Boeing,14,2/1/64,1/1/84,1831,No
727,Incident,6/18/87,"""NASHVILLE, TN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,12/28/85,"""FORT LAUDERDALE, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,7/26/84,"""BUFFALO, NY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,11/26/83,"""COLUMBUS, OH""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/8/87,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,4/2/94,"""ORLANDO, FL""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,3/24/00,"""BOSTON, MA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,3/13/87,"""CALGARY, Canada""",Canada,Substantial,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,10/7/83,"""JUNEAU, AK""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,9/17/86,"""EVANSVILLE, IN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Accident,12/3/90,"""ROMULUS, MI""",United States,Substantial,Boeing,8,2/1/64,1/1/84,1831,No
727,Incident,6/2/87,"""CASPER, WY""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,12/4/84,"""ATLANTA, GA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,8/10/89,"""BOSTON, MA""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/7/98,"""COLORADO SPRNGS, CO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,7/16/86,"""ERLANGER, KY""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,7/25/84,"""MINNEAPOLIS, MN""",United States,None Reported,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,6/2/84,"""FLUSHING, NY""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,5/23/83,"""COLORADO SPRING, CO""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,1/26/85,"""ST. PAUL, MN""",United States,Minor,Boeing,0,2/1/64,1/1/84,1831,No
727,Incident,6/9/87,"""ANCHORAGE, AK""",United States,Destroyed,Boeing,0,2/1/64,1/1/84,1831,No
737,Incident,7/6/88,"""INDIANAPOLIS, IN""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,4/19/00,"""SAMAL ISLAND, Philippines""",Philippines,Destroyed,Boeing,131,2/1/68,9/21/17,9093,Yes
737,Accident,8/31/99,"""BA, Argentina""",Argentina,Destroyed,Boeing,80,2/1/68,9/21/17,9093,Yes
737,Incident,8/26/99,"""DURBAN, South Africa""",South Africa,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/13/98,"""GATWICK, United Kingdom""",United Kingdom,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,5/5/98,"""ANDOAS, Peru""",Peru,Destroyed,Boeing,87,2/1/68,9/21/17,9093,Yes
737,Accident,5/4/98,"""HAVANA, Cuba""",Cuba,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,4/12/98,"""ALMA-ATA, Kazakhstan""",Kazakhstan,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,9/6/97,,Saudi Arabia,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,4/28/97,"""CHICAGO, IL""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,4/28/97,"""ATLANTA, GA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,7/8/96,"""NASHVILLE, TN""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,8/9/95,"""SAN VICENTE, El Salvador""",El Salvador,Destroyed,Boeing,65,2/1/68,9/21/17,9093,Yes
