Model,Investigation_Type,Event_Date,Location,Country,Aircraft_Damage,Make,Fatal_Injuries,Intro,Outro,Operational_Count,Is_Operational
737,Accident,2/1/95,"""SAN PAULO, Brazil""",Brazil,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,11/17/91,"""SAN JOSE, Costa Rica""",Costa Rica,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,5/4/86,"""ALMOSA, CO""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,3/8/84,"""ERLANGER, KY""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/25/83,"""PHOENIX, AZ""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,3/21/83,"""DENVER, CO""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,11/20/92,"""SAN LUIS, Argentina""",Argentina,Destroyed,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,3/9/89,"""DAYTON, OH""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,1/20/89,"""CHICAGO, IL""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/29/83,"""NEAR TAMPA, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,6/16/83,"""CHARLOTTE, NC""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,12/5/82,"""WINSTON-SALEM, NC""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/6/92,"""TUCUTI, Panama""",Panama,Destroyed,Boeing,47,2/1/68,9/21/17,9093,Yes
737,Accident,7/22/90,"""KINSTON, NC""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/30/86,"""LANSING, MI""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,3/4/99,"""BIARRITZ, France""",France,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,3/4/98,"""RENO, NV""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,6/27/85,"""LOS ANGELES, CA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/29/84,"""MADISON, WI""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/12/82,"""NORTH PLATTE, NE""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/11/97,"""ALBUQUERQUE, NM""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,4/28/88,"""MAUI, HI""",United States,Substantial,Boeing,1,2/1/68,9/21/17,9093,Yes
737,Incident,2/25/87,"""DURANGO, CO""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/5/87,"""DEPTFORD, NJ""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,1/27/95,"""DALLAS, TX""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/19/94,"""LITTLE ROCK, AR""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,6/18/87,"""NASHVILLE, TN""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/3/86,"""DALLAS, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,9/25/85,"""UNALASKA, AK""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,4/24/10,"""Riyadh, Saudi Arabia""",Saudi Arabia,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,2/3/00,"""BOSTON, MA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/9/99,"""ZHANJIANG, China""",China,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/7/98,"""MCCONNELLSBURG, PA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/19/97,,Indonesia,Destroyed,Boeing,97,2/1/68,9/21/17,9093,Yes
737,Accident,6/8/97,"""VALPARAISO, IN""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,5/8/97,"""SHENZHEN, China""",China,Destroyed,Boeing,35,2/1/68,9/21/17,9093,Yes
737,Incident,5/10/96,"""DALLAS, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,9/8/93,"""ST. LOUIS, MO""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,10/11/91,"""GRAND CAYMAN IS, Cayman Islands""",Cayman Islands,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,3/17/89,"""OAKLAND, CA""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,7/26/88,"""KENTON, DE""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,3/16/87,"""MIDLAND, TX""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/22/86,"""DUBLIN, VA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,4/30/96,"""ONTARIO, CA""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,6/17/98,"""DENVER, CO""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,10/29/87,"""CHICAGO, IL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/1/95,"""HOUSTON, TX""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,11/2/95,"""PORTLAND, ME""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,7/18/95,"""ORLANDO, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,8/18/95,"""LUBBOCK, TX""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,1/2/00,"""AMSTERDAM, Netherlands""",Netherlands,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,6/20/98,"""MARSEILLES, France""",France,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,4/18/00,"""BRISBANE, Australia""",Australia,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,7/2/98,"""BRAZIL, Brazil""",Brazil,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,1/18/97,"""ARUBA, Aruba""",Aruba,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/22/96,"""YAKUTAT, AK""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,12/29/94,"""VAN, Turkey""",Turkey,Destroyed,Boeing,54,2/1/68,9/21/17,9093,Yes
737,Accident,9/19/94,ATLANTIC OCEAN,,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,9/15/00,"""FLUSHING, NY""",United States,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,4/16/97,"""RIALTO, CA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,11/19/96,"""BISHOP, CA""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,5/19/95,"""NEWARK, NJ""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,12/25/97,"""EUGENE, OR""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,4/23/93,"""DENVER, CO""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Accident,9/16/98,"""GUADALAJARA, Mexico""",Mexico,Substantial,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,7/7/98,"""BIRMINGHAM, AL""",United States,Minor,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,6/27/98,"""MUNICH, Germany""",Germany,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
737,Incident,11/11/10,"""66 NM East of Hobe Sound, FL""",United States,None Reported,Boeing,0,2/1/68,9/21/17,9093,Yes
747,Incident,8/27/93,"""MILAN, Italy""",Italy,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,1/9/92,"""NARITA, Japan""",Japan,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,9/21/88,"""GEORGETOWN, Guyana""",Guyana,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,6/17/88,CURACAO,,Minor,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,12/21/88,"""LOCKERBIE, United Kingdom""",United Kingdom,Destroyed,Boeing,270,2/1/70,9/21/17,1522,Yes
747,Incident,12/21/86,"""MIAMI, FL""",United States,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,8/4/83,,Pakistan,Substantial,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Accident,12/28/97,PACIFIC OCEAN,,Minor,Boeing,1,2/1/70,9/21/17,1522,Yes
747,Accident,11/1/95,PACIFIC OCEAN,,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
747,Incident,6/24/86,PACIFIC OCEAN,,None Reported,Boeing,0,2/1/70,9/21/17,1522,Yes
E-JET,Accident,11/15/13,"""Buenos Aires, Argentina""",Argentina,None Reported,Embraer,0,3/1/04,9/21/17,1191,Yes
E-JET,Incident,11/7/13,"""Buenas Aires, Argentina""",Argentina,Minor,Embraer,0,3/1/04,9/21/17,1191,Yes
E-JET,Accident,8/22/14,"""Hemphill, TX""",United States,None Reported,Embraer,0,3/1/04,9/21/17,1191,Yes
E-JET,Accident,8/5/12,"""Hilton Head, SC""",United States,None Reported,Embraer,0,3/1/04,9/21/17,1191,Yes
E-JET,Accident,10/22/14,"""Minneapolis, MN""",United States,Substantial,Embraer,0,3/1/04,9/21/17,1191,Yes
E-JET,Accident,7/11/09,"""Indianapolis, IN""",United States,None Reported,Embraer,0,3/1/04,9/21/17,1191,Yes
E-JET,Accident,8/27/14,"""Columbus, OH""",United States,None Reported,Embraer,0,3/1/04,9/21/17,1191,Yes
E-JET,Accident,5/11/13,"""Flushing, NY""",United States,None Reported,Embraer,0,3/1/04,9/21/17,1191,Yes
DC-8,Incident,3/11/97,"""PORTLAND, OR""",United States,None Reported,McDonnell Douglas,0,9/1/59,1/1/72,70,No
MD-80,Incident,3/11/00,"""SEATTLE, WA""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-10,Incident,8/7/85,"""DETROIT, MI""",United States,Minor,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-9,Incident,11/29/00,"""DULLES, VA""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,12/11/89,"""BATON ROUGE, LA""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-8,Accident,2/19/00,"""SEATTLE, WA""",United States,Substantial,McDonnell Douglas,0,9/1/59,1/1/72,70,No
MD-11,Accident,11/11/98,"""PORTLAND, OR""",United States,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-80,Accident,10/11/98,"""COVINGTON, KY""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,12/26/98,"""DFW AIRPORT, TX""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,11/3/98,"""COVINGTON, KY""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-11,Incident,11/25/00,"""NEWARK, NJ""",United States,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
DC-10,Accident,5/11/97,SAN JUAN,,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-9,Incident,2/10/85,"""CHAMPAIGN, IL""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-8,Accident,7/24/84,"""KEY WEST, FL""",United States,None Reported,McDonnell Douglas,0,9/1/59,1/1/72,70,No
DC-9,Accident,10/21/92,"""HOUSTON, TX""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,3/15/85,"""SAN JOSE, CA""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,10/13/95,"""CEDAR RAPIDS, IA""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Incident,5/18/06,"""Fairbanks, AK""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,3/7/00,"""FAIRBANKS, AK""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,2/5/99,"""FAIRBANKS, AK""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-9,Accident,9/1/97,"""SEATTLE, WA""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Incident,8/19/94,"""RENO, NV""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,4/1/00,"""SEATTLE, WA""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-9,Accident,12/25/07,"""Ontario, CA""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Accident,3/17/02,"""Anchorage, AK""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-9,Incident,8/20/06,"""Long Beach, CA""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-11,Accident,8/19/94,"""CHICAGO, IL""",United States,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
DC-9,Incident,3/26/85,"""RENO, NV""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,6/8/15,"""St Petersburg, FL""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,3/29/07,"""Sanford, FL""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-10,Incident,12/30/88,ATLANTIC OCEAN,,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Incident,7/13/91,"""LOS ANGELES, CA""",United States,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Incident,11/21/87,"""NEWARK, NJ""",United States,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Incident,6/6/87,"""LOS ANGELES, CA""",United States,Minor,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Accident,3/25/87,"""CHICAGO, IL""",United States,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Accident,5/21/88,"""DFW AIRPORT, TX""",United States,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-9,Incident,3/23/89,"""HOUSTON, TX""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,9/23/91,"""CHICAGO, IL""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,2/3/88,"""NASHVILLE, TN""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,1/10/93,"""DFW AIRPORT, TX""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-11,Accident,7/13/96,"""WESTERLY, RI""",United States,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-80,Accident,7/27/91,"""DFW AIRPORT, TX""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,9/12/89,"""CHICAGO, IL""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,3/8/87,"""BALTIMORE, MD""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,11/23/96,"""DFW AIRPORT, TX""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,7/14/88,"""CHICAGO, IL""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-9,Accident,9/28/07,"""St. Louis, MO""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-10,Incident,12/23/91,"""CHICAGO, IL""",United States,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-9,Incident,12/23/91,"""CHICAGO, IL""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,6/5/96,"""ALBUQUERQUE, NM""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,3/21/06,"""Denver, CO""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,9/2/03,"""Jamaica, NY""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,4/17/10,"""Chicago, IL""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,12/26/08,"""Los Angeles Intl Airport, CA""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Incident,9/25/03,"""DFW, TX""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,11/9/02,"""Flushing, NY""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,8/3/03,"""Charlotte, NC""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,10/28/96,"""JAMAICA, NY""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-10,Incident,3/26/87,"""TUBA CITY, AZ""",United States,Minor,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Incident,1/2/86,"""DETROIT, MI""",United States,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-9,Accident,3/5/97,"""CLEVELAND, OH""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,6/18/93,"""SAVANNAH, GA""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,10/9/87,"""ONTARIO, CA""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Accident,10/16/91,"""NEWARK, NJ""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-9,Incident,5/28/05,"""Denver, CO""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,11/21/04,"""Denver, CO""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Accident,10/3/93,"""MIAMI, FL""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,1/1/02,"""Miami, FL""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-11,Accident,4/6/93,"""SHEMYA, AK""",United States,Minor,McDonnell Douglas,2,12/1/90,10/1/00,183,No
DC-10,Accident,5/21/98,"""LOS ANGELES, CA""",United States,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-9,Incident,3/18/97,"""HOUSTON, TX""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,11/9/83,"""DENVER, CO""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,4/26/93,"""DENVER, CO""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,11/1/87,"""NEWARK, NJ""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,1/9/89,"""BATON ROUGE, LA""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Incident,10/1/00,"""BIRMINGHAM, AL""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,5/28/89,"""DENVER, CO""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,3/2/94,"""FLUSHING, NY""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,7/8/94,"""DENVER, CO""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-9,Incident,3/1/89,"""HOUSTON, TX""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Accident,9/28/91,"""EAST BOSTON, MA""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-10,Accident,4/25/00,"""NEWARK, NJ""",United States,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-9,Accident,2/19/96,"""HOUSTON, TX""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,10/12/92,"""DENVER, CO""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Accident,4/19/95,"""UTOPIA, TX""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,12/27/87,"""DENVER, CO""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-11,Incident,8/2/92,"""LOS ANGELES, CA""",United States,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-80,Accident,2/4/96,"""DENVER, CO""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-9,Incident,8/6/11,"""Atlanta, GA""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
MD-80,Accident,5/5/91,"""ATLANTA, GA""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-90,Accident,11/2/09,"""Phoenix, AZ""",United States,Substantial,McDonnell Douglas,0,2/1/95,10/1/00,102,No
MD-80,Accident,3/28/09,"""Atlanta, GA""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,12/11/08,"""Greer, SC""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-11,Incident,11/8/98,"""ATLANTA, GA""",United States,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-80,Accident,10/19/96,"""FLUSHING, NY""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,11/20/91,"""ATLANTA, GA""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,1/6/95,"""MONROE, LA""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,8/14/92,"""DFW AIRPORT, TX""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,7/2/02,"""HOUSTON, TX""",United States,Substantial,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Incident,11/11/96,"""CLEVELAND, OH""",United States,Minor,McDonnell Douglas,0,10/1/80,12/1/99,832,No
MD-80,Accident,6/22/11,"""Miami, FL""",United States,None Reported,McDonnell Douglas,0,10/1/80,12/1/99,832,No
DC-9,Accident,12/27/87,"""PENSACOLA, FL""",United States,Substantial,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Accident,10/3/90,"""CAPE CANAVERAL, FL""",United States,None Reported,McDonnell Douglas,1,12/1/65,10/1/82,245,No
DC-9,Incident,1/31/85,"""CHICAGO, IL""",United States,None Reported,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,10/19/85,"""TAMPA, FL""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-9,Incident,6/25/83,"""TAMPA, FL""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-10,Incident,6/26/87,"""MIAMI, FL""",United States,None Reported,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-9,Incident,8/25/84,"""ORLANDO, FL""",United States,Minor,McDonnell Douglas,0,12/1/65,10/1/82,245,No
DC-8,Incident,6/30/88,"""SEATTLE, WA""",United States,Minor,McDonnell Douglas,0,9/1/59,1/1/72,70,No
DC-8,Incident,7/18/98,"""SEATTLE, WA""",United States,Minor,McDonnell Douglas,0,9/1/59,1/1/72,70,No
DC-8,Incident,1/16/01,"""Seattle, WA""",United States,None Reported,McDonnell Douglas,0,9/1/59,1/1/72,70,No
DC-8,Incident,4/26/01,"""Nashville, TN""",United States,Minor,McDonnell Douglas,0,9/1/59,1/1/72,70,No
MD-11,Accident,5/16/96,"""ANCHORAGE, AK""",United States,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,9/28/94,"""ANCHORAGE, AK""",United States,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,2/24/15,"""St. Louis, MO""",United States,None Reported,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,6/3/02,"""Subic Bay, Philippines""",Philippines,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,12/26/12,"""Memphis, TN""",United States,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,6/2/02,"""Subic Bay, Philippines""",Philippines,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,1/25/13,"""Denver, CO""",United States,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,5/31/02,"""SEATAC, WA""",United States,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
DC-10,Incident,2/13/12,"""Portland, OR""",United States,Minor,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Accident,8/7/99,"""MEMPHIS, TN""",United States,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-10,Accident,4/9/97,"""MEMPHIS, TN""",United States,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
MD-11,Accident,7/31/97,"""NEWARK, NJ""",United States,Destroyed,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Accident,10/5/99,"""NEWARK, NJ""",United States,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
DC-10,Accident,4/4/06,"""Memphis, TN""",United States,Substantial,McDonnell Douglas,0,8/1/71,7/1/89,185,No
DC-8,Incident,7/4/97,"""MIAMI, FL""",United States,Minor,McDonnell Douglas,0,9/1/59,1/1/72,70,No
MD-11,Accident,6/21/97,"""HONOLULU, HI""",United States,Substantial,McDonnell Douglas,0,12/1/90,10/1/00,183,No
MD-11,Incident,5/30/03,"""Jamaica, NY""",United States,Minor,McDonnell Douglas,0,12/1/90,10/1/00,183,No
