Date,Mobile Operating System,Percent of Usage
12/1/14,Windows Phone,2.29
12/1/14,Sony Ericsson,0.14
12/1/14,Linux,0.27
12/1/14,bada,0.1
12/1/14,Nokia Unknown,0.74
12/1/14,LG,0.12
12/1/14,Playstation,0.04
12/1/14,WinCE,0
12/1/14,Nintendo 3DS,0.02
12/1/14,Nintendo,0
12/1/14,webOS,0
12/1/14,WinXP,0
12/1/14,Brew,0.01
12/1/14,Motorola,0
12/1/14,Win7,0
12/1/14,MeeGo,0.01
12/1/14,Maemo 5,0
12/1/14,WinVista,0.02
12/1/14,Other,0
